Timestamp,Temperature,Humidity,CO2 Value,Air Quality
2024-02-28 20:59:26,27.2,42.7,276,High Quality
2024-02-28 20:59:56,27.2,43.3,273,High Quality
2024-02-28 21:00:26,27.2,44.3,273,High Quality
2024-02-28 21:00:56,27.2,44.4,274,High Quality
2024-02-28 21:01:26,27.2,44.9,290,High Quality
2024-02-28 21:01:56,27.3,45.2,290,High Quality
2024-02-28 21:02:26,27.3,46.0,273,High Quality
2024-02-28 21:02:56,27.3,46.5,273,High Quality
2024-02-28 21:03:26,27.3,46.6,289,High Quality
2024-02-28 21:03:56,27.4,47.1,272,High Quality
2024-02-28 21:04:26,27.4,47.4,272,High Quality
2024-02-28 21:04:56,27.4,47.6,272,High Quality
2024-02-28 21:05:26,27.4,47.7,272,High Quality
2024-02-28 21:05:56,27.4,48.0,288,High Quality
2024-02-28 21:06:26,27.4,48.3,270,High Quality
2024-02-28 21:06:56,27.5,48.4,286,High Quality
2024-02-28 21:07:26,27.5,48.2,268,High Quality
2024-02-28 21:07:56,27.5,48.1,268,High Quality
2024-02-28 21:08:26,27.5,48.1,286,High Quality
2024-02-28 21:08:56,27.5,48.2,284,High Quality
2024-02-28 21:09:26,27.5,48.7,266,High Quality
2024-02-28 21:09:56,27.5,50.5,283,High Quality
2024-02-28 21:10:26,27.5,50.1,296,High Quality
2024-02-28 21:10:56,27.4,50.1,290,High Quality
2024-02-28 21:11:26,27.4,46.4,296,High Quality
2024-02-28 21:11:56,27.2,41.9,269,High Quality
2024-02-28 21:12:26,26.7,40.5,257,High Quality
2024-02-28 21:12:56,26.4,39.0,272,High Quality
2024-02-28 21:13:26,26.0,39.1,264,High Quality
2024-02-28 21:13:56,25.5,38.2,259,High Quality
2024-02-28 21:14:26,25.0,38.2,265,High Quality
2024-02-28 21:14:56,24.5,38.4,272,High Quality
2024-02-28 21:15:26,24.0,38.2,265,High Quality
2024-02-28 21:15:56,23.6,38.5,277,High Quality
2024-02-28 21:16:26,23.2,47.2,310,High Quality
2024-02-28 21:16:56,23.4,56.7,301,High Quality
2024-02-28 21:17:26,23.6,53.9,294,High Quality
2024-02-28 21:17:56,24.0,53.5,288,High Quality
2024-02-28 21:18:26,24.1,48.9,292,Bad Quality
2024-02-28 21:18:56,24.1,51.4,286,High Quality
2024-02-28 21:19:26,24.1,43.4,321,Bad Quality
2024-02-28 21:19:56,23.7,41.9,353,Bad Quality
2024-02-28 21:20:26,23.5,39.5,357,Bad Quality
2024-02-28 21:20:56,23.2,39.0,360,Bad Quality
2024-02-28 21:21:26,23.0,39.9,368,Bad Quality
2024-02-28 21:21:56,22.8,39.3,292,Bad Quality
2024-02-28 21:22:26,22.7,41.5,317,Bad Quality
2024-02-28 21:22:56,22.2,38.6,343,High Quality
2024-02-28 21:23:26,21.4,40.0,353,High Quality
2024-02-28 21:23:56,20.9,41.5,309,High Quality
2024-02-28 21:24:26,20.8,41.0,302,High Quality
2024-02-28 21:24:56,20.9,40.8,296,High Quality
2024-02-28 21:25:26,21.0,40.6,288,High Quality
2024-02-28 21:25:56,21.1,40.2,301,High Quality
2024-02-28 21:26:26,21.3,40.0,274,High Quality
2024-02-28 21:26:56,21.4,40.1,268,High Quality
2024-02-28 21:27:26,21.4,39.6,264,High Quality
2024-02-28 21:27:56,21.5,39.3,276,High Quality
2024-02-28 21:28:26,21.5,39.3,254,High Quality
2024-02-28 21:28:56,21.4,39.2,249,High Quality
2024-02-28 21:29:26,21.4,39.2,247,High Quality
2024-02-28 21:29:56,21.4,39.3,259,High Quality
2024-02-28 21:30:26,21.4,39.2,235,High Quality
2024-02-28 21:30:56,21.3,39.2,237,High Quality
2024-02-28 21:31:26,21.3,39.2,236,High Quality
2024-02-28 21:31:56,21.3,39.4,233,High Quality
2024-02-28 21:32:26,21.4,39.1,230,High Quality
2024-02-28 21:32:56,21.4,39.2,246,High Quality
2024-02-28 21:33:27,21.5,39.0,249,High Quality
2024-02-28 21:33:56,21.5,38.9,228,High Quality
2024-02-28 21:34:26,21.5,38.9,228,High Quality
2024-02-28 21:34:56,21.5,39.0,226,High Quality
2024-02-28 21:35:26,21.4,38.8,225,High Quality
2024-02-28 21:35:56,21.4,38.8,242,High Quality
2024-02-28 21:36:26,21.4,39.0,223,High Quality
2024-02-28 21:36:56,21.3,39.0,240,High Quality
2024-02-28 21:37:26,21.3,39.0,221,High Quality
2024-02-28 21:37:56,21.3,39.0,236,High Quality
2024-02-28 21:38:26,21.2,38.9,236,High Quality
2024-02-28 21:38:56,21.2,39.0,217,High Quality
2024-02-28 21:39:26,21.1,39.0,216,High Quality
2024-02-28 21:39:56,21.1,39.0,217,High Quality
2024-02-28 21:40:26,21.1,39.0,216,High Quality
2024-02-28 21:40:56,21.0,39.1,233,High Quality
2024-02-28 21:41:26,21.0,39.1,216,High Quality
2024-02-28 21:41:56,20.9,39.1,230,High Quality
2024-02-28 21:42:26,20.9,39.2,229,High Quality
2024-02-28 21:42:56,20.9,39.2,211,High Quality
2024-02-28 21:43:26,20.9,39.3,213,High Quality
2024-02-28 21:43:56,21.0,39.4,214,High Quality
2024-02-28 21:44:26,21.1,39.4,214,High Quality
2024-02-28 21:44:56,21.3,39.1,217,High Quality
2024-02-28 21:45:26,21.5,39.7,218,High Quality
2024-02-28 21:45:56,21.7,39.9,236,High Quality
2024-02-28 21:46:26,21.9,39.3,237,High Quality
2024-02-28 21:46:56,22.1,39.5,223,High Quality
2024-02-28 21:47:26,22.3,39.4,242,High Quality
2024-02-28 21:47:56,22.6,39.7,228,High Quality
2024-02-28 21:48:26,22.9,40.2,229,High Quality
2024-02-28 21:48:56,23.1,40.1,230,High Quality
2024-02-28 21:49:26,23.3,39.7,248,High Quality
2024-02-28 21:49:56,23.4,39.8,234,High Quality
2024-02-28 21:50:26,23.5,39.8,234,High Quality
2024-02-28 21:50:56,23.6,39.9,234,High Quality
2024-02-28 21:51:26,23.7,39.5,252,High Quality
2024-02-28 21:51:56,23.8,39.4,252,High Quality
2024-02-28 21:52:26,24.0,39.5,235,High Quality
2024-02-28 21:52:56,24.0,39.5,236,High Quality
2024-02-28 21:53:26,24.0,39.5,236,High Quality
2024-02-28 21:53:56,24.1,39.9,237,High Quality
2024-02-28 21:54:26,24.2,39.9,237,High Quality
2024-02-28 21:54:56,24.2,39.7,237,High Quality
2024-02-28 21:55:26,24.2,40.0,238,High Quality
2024-02-28 21:55:56,24.3,39.8,238,High Quality
2024-02-28 21:56:26,24.4,39.7,240,High Quality
2024-02-28 21:56:56,24.4,40.6,257,High Quality
2024-02-28 21:57:26,24.4,40.2,240,High Quality
2024-02-28 21:57:56,24.4,40.5,257,High Quality
2024-02-28 21:58:26,24.5,39.9,257,High Quality
2024-02-28 21:58:56,24.5,40.0,242,High Quality
2024-02-28 21:59:26,24.5,40.4,259,High Quality
2024-02-28 21:59:56,24.6,40.1,242,High Quality
2024-02-28 22:00:26,24.6,40.1,259,High Quality
2024-02-28 22:00:56,24.6,40.2,243,High Quality
2024-02-28 22:01:26,24.7,40.3,243,High Quality
2024-02-28 22:01:56,24.7,40.3,244,High Quality
2024-02-28 22:02:26,24.7,40.5,244,High Quality
2024-02-28 22:02:56,24.7,40.5,244,High Quality
2024-02-28 22:03:26,24.8,40.3,262,High Quality
2024-02-28 22:03:56,24.8,40.5,245,High Quality
2024-02-28 22:04:26,24.8,40.5,262,High Quality
2024-02-28 22:04:56,24.8,40.5,246,High Quality
2024-02-28 22:05:26,24.8,40.6,264,High Quality
2024-02-28 22:05:56,24.9,40.6,264,High Quality
2024-02-28 22:06:26,24.9,40.8,246,High Quality
2024-02-28 22:06:56,24.9,40.6,264,High Quality
2024-02-28 22:07:26,24.9,40.8,264,High Quality
2024-02-28 22:07:56,25.0,40.7,247,High Quality
2024-02-28 22:08:26,25.0,40.7,264,High Quality
2024-02-28 22:08:56,25.0,40.8,247,High Quality
2024-02-28 22:09:26,25.0,40.8,247,High Quality
2024-02-28 22:09:56,25.0,40.9,247,High Quality
2024-02-28 22:10:26,25.0,41.0,265,High Quality
2024-02-28 22:10:56,25.0,41.0,247,High Quality
2024-02-28 22:11:26,25.0,41.0,265,High Quality
2024-02-28 22:11:56,25.0,40.8,247,High Quality
2024-02-28 22:12:26,25.0,40.8,247,High Quality
2024-02-28 22:12:56,25.0,40.8,265,High Quality
2024-02-28 22:13:26,25.0,40.8,247,High Quality
2024-02-28 22:13:56,25.0,40.8,247,High Quality
2024-02-28 22:14:26,25.0,40.8,247,High Quality
2024-02-28 22:14:56,25.1,40.8,247,High Quality
2024-02-28 22:15:26,25.2,41.0,265,High Quality
2024-02-28 22:15:56,25.2,40.9,247,High Quality
2024-02-28 22:16:26,25.3,41.0,266,High Quality
2024-02-28 22:16:56,25.4,41.2,266,High Quality
2024-02-28 22:17:26,25.4,41.0,248,High Quality
2024-02-28 22:17:56,25.5,41.2,247,High Quality
2024-02-28 22:18:26,25.5,41.2,265,High Quality
2024-02-28 22:18:56,25.5,40.9,248,High Quality
2024-02-28 22:19:26,25.6,40.9,265,High Quality
2024-02-28 22:19:56,25.6,40.9,247,High Quality
2024-02-28 22:20:26,25.6,40.9,247,High Quality
2024-02-28 22:20:56,25.6,40.8,247,High Quality
2024-02-28 22:21:26,25.6,40.8,247,High Quality
2024-02-28 22:21:56,25.6,40.7,247,High Quality
2024-02-28 22:22:26,25.7,40.6,247,High Quality
2024-02-28 22:22:56,25.7,40.7,247,High Quality
2024-02-28 22:23:26,25.8,40.5,247,High Quality
2024-02-28 22:23:56,25.8,40.5,247,High Quality
2024-02-28 22:24:26,25.8,40.5,247,High Quality
2024-02-28 22:24:56,25.8,40.5,265,High Quality
2024-02-28 22:25:26,25.8,40.6,247,High Quality
2024-02-28 22:25:56,25.8,40.6,247,High Quality
2024-02-28 22:26:26,25.8,40.5,247,High Quality
2024-02-28 22:26:56,25.8,40.6,265,High Quality
2024-02-28 22:27:26,25.9,40.5,265,High Quality
2024-02-28 22:27:56,25.9,40.5,247,High Quality
2024-02-28 22:28:26,26.0,40.4,247,High Quality
2024-02-28 22:28:56,26.0,40.4,265,High Quality
2024-02-28 22:29:26,26.0,40.4,247,High Quality
2024-02-28 22:29:56,26.0,40.4,265,High Quality
2024-02-28 22:30:26,26.0,40.3,247,High Quality
2024-02-28 22:30:56,26.0,40.3,247,High Quality
2024-02-28 22:31:26,26.0,40.3,247,High Quality
2024-02-28 22:31:56,26.0,40.3,247,High Quality
2024-02-28 22:32:26,26.0,40.3,247,High Quality
2024-02-28 22:32:56,26.0,40.3,246,High Quality
2024-02-28 22:33:26,26.0,40.3,247,High Quality
2024-02-28 22:33:56,26.0,40.3,264,High Quality
2024-02-28 22:34:26,26.0,40.2,247,High Quality
2024-02-28 22:34:56,26.1,40.2,265,High Quality
2024-02-28 22:35:26,26.1,40.2,247,High Quality
2024-02-28 22:35:56,26.1,40.2,247,High Quality
2024-02-28 22:36:26,26.1,40.1,265,High Quality
2024-02-28 22:36:56,26.1,40.2,247,High Quality
2024-02-28 22:37:26,26.1,40.2,247,High Quality
2024-02-28 22:37:56,26.1,40.1,247,High Quality
2024-02-28 22:38:26,26.2,40.0,264,High Quality
2024-02-28 22:38:56,26.2,40.0,264,High Quality
2024-02-28 22:39:26,26.2,40.0,247,High Quality
2024-02-28 22:39:56,26.2,40.0,265,High Quality
2024-02-28 22:40:26,26.2,39.9,246,High Quality
2024-02-28 22:40:56,26.2,40.0,264,High Quality
2024-02-28 22:41:26,26.2,39.7,264,High Quality
2024-02-28 22:41:56,26.3,39.7,246,High Quality
2024-02-28 22:42:26,26.3,39.8,262,High Quality
2024-02-28 22:42:56,26.3,39.6,264,High Quality
2024-02-28 22:43:26,26.4,39.6,245,High Quality
2024-02-28 22:43:56,26.4,39.7,246,High Quality
2024-02-28 22:44:26,26.4,39.7,245,High Quality
2024-02-28 22:44:56,26.4,39.7,264,High Quality
2024-02-28 22:45:26,26.4,39.7,246,High Quality
2024-02-28 22:45:56,26.4,39.6,246,High Quality
2024-02-28 22:46:26,26.4,39.5,262,High Quality
2024-02-28 22:46:56,26.4,39.4,262,High Quality
2024-02-28 22:47:26,26.4,39.7,245,High Quality
2024-02-28 22:47:56,26.4,39.4,262,High Quality
2024-02-28 22:48:26,26.5,39.5,244,High Quality
2024-02-28 22:48:56,26.5,39.5,262,High Quality
2024-02-28 22:49:26,26.5,39.4,264,High Quality
2024-02-28 22:49:56,26.5,39.4,245,High Quality
2024-02-28 22:50:26,26.5,39.5,246,High Quality
2024-02-28 22:50:56,26.5,39.5,246,High Quality
2024-02-28 22:51:26,26.5,39.5,264,High Quality
2024-02-28 22:51:56,26.5,39.5,245,High Quality
2024-02-28 22:52:26,26.4,39.5,245,High Quality
2024-02-28 22:52:56,26.4,39.5,244,High Quality
2024-02-28 22:53:26,26.4,39.4,264,High Quality
2024-02-28 22:53:56,26.4,39.6,246,High Quality
2024-02-28 22:54:26,26.4,39.6,246,High Quality
2024-02-28 22:54:56,26.4,39.6,245,High Quality
2024-02-28 22:55:26,26.4,39.5,245,High Quality
2024-02-28 22:55:56,26.4,39.5,244,High Quality
2024-02-28 22:56:26,26.4,39.5,244,High Quality
2024-02-28 22:56:56,26.4,39.5,244,High Quality
2024-02-28 22:57:26,26.4,39.6,244,High Quality
2024-02-28 22:57:56,26.4,39.5,262,High Quality
2024-02-28 22:58:26,26.4,39.5,244,High Quality
2024-02-28 22:58:56,26.4,39.5,244,High Quality
2024-02-28 22:59:26,26.4,39.6,262,High Quality
2024-02-28 22:59:56,26.4,39.6,244,High Quality
2024-02-28 23:00:26,26.4,39.4,244,High Quality
2024-02-28 23:00:56,26.4,39.5,244,High Quality
2024-02-28 23:01:26,26.4,39.6,262,High Quality
2024-02-28 23:01:56,26.4,39.5,262,High Quality
2024-02-28 23:02:26,26.4,39.6,244,High Quality
2024-02-28 23:02:56,26.4,40.0,244,High Quality
2024-02-28 23:03:26,26.4,40.0,262,High Quality
2024-02-28 23:03:56,26.4,40.0,244,High Quality
2024-02-28 23:04:26,26.4,40.1,264,High Quality
2024-02-28 23:04:56,26.4,40.3,246,High Quality
2024-02-28 23:05:26,26.4,40.4,267,High Quality
2024-02-28 23:05:56,26.4,40.5,255,High Quality
2024-02-28 23:06:26,26.3,40.6,264,High Quality
2024-02-28 23:06:56,26.3,40.8,289,High Quality
2024-02-28 23:07:26,26.3,40.8,276,High Quality
2024-02-28 23:07:56,26.3,41.1,301,High Quality
2024-02-28 23:08:26,26.3,49.2,308,High Quality
2024-02-28 23:08:56,26.0,52.1,300,High Quality
2024-02-28 23:09:26,25.6,53.3,301,High Quality
2024-02-28 23:09:56,25.2,54.2,298,High Quality
2024-02-28 23:10:26,24.9,55.6,297,High Quality
2024-02-28 23:10:56,24.6,56.7,297,High Quality
2024-02-28 23:11:26,24.3,57.0,296,High Quality
2024-02-28 23:11:56,24.0,58.3,315,High Quality
2024-02-28 23:12:26,23.9,58.7,294,High Quality
2024-02-28 23:12:56,23.6,59.7,313,High Quality
2024-02-28 23:13:26,23.5,59.3,312,High Quality
2024-02-28 23:13:56,23.4,60.2,292,High Quality
2024-02-28 23:14:26,23.3,60.0,291,High Quality
2024-02-28 23:14:56,23.2,60.5,310,High Quality
2024-02-28 23:15:26,23.1,60.4,293,High Quality
2024-02-28 23:15:56,23.0,60.9,314,High Quality
2024-02-28 23:16:26,22.9,61.2,293,High Quality
2024-02-28 23:16:56,22.9,62.9,312,High Quality
2024-02-28 23:17:26,22.8,61.0,312,High Quality
2024-02-28 23:17:56,22.8,60.7,290,High Quality
2024-02-28 23:18:26,22.8,61.0,309,High Quality
2024-02-28 23:18:56,22.8,60.2,308,High Quality
2024-02-28 23:19:26,22.8,61.6,289,High Quality
2024-02-28 23:19:56,22.8,60.2,307,High Quality
2024-02-28 23:20:26,22.7,60.3,307,High Quality
2024-02-28 23:20:56,22.7,59.3,284,High Quality
2024-02-28 23:21:26,22.7,58.7,284,High Quality
2024-02-28 23:21:56,22.7,60.1,284,High Quality
2024-02-28 23:22:26,22.7,59.6,302,High Quality
2024-02-28 23:22:56,22.7,58.6,301,High Quality
2024-02-28 23:23:26,22.7,58.5,281,High Quality
2024-02-28 23:23:56,22.7,58.9,300,High Quality
2024-02-28 23:24:26,22.7,59.6,297,High Quality
2024-02-28 23:24:56,22.7,59.7,277,High Quality
2024-02-28 23:25:26,22.6,58.6,296,High Quality
2024-02-28 23:25:56,22.6,59.2,294,High Quality
2024-02-28 23:26:26,22.6,58.7,273,High Quality
2024-02-28 23:26:56,22.6,58.9,272,High Quality
2024-02-28 23:27:26,22.6,59.5,271,High Quality
2024-02-28 23:27:56,22.6,59.3,270,High Quality
2024-02-28 23:28:26,22.6,59.2,268,High Quality
2024-02-28 23:28:56,22.6,58.7,267,High Quality
2024-02-28 23:29:26,22.6,60.2,286,High Quality
2024-02-28 23:29:56,22.5,59.4,266,High Quality
2024-02-28 23:30:26,22.5,58.6,284,High Quality
2024-02-28 23:30:56,22.5,57.9,282,High Quality
2024-02-28 23:31:26,22.5,58.5,262,High Quality
2024-02-28 23:31:56,22.5,58.2,281,High Quality
2024-02-28 23:32:26,22.5,57.8,261,High Quality
2024-02-28 23:32:56,22.5,58.5,259,High Quality
2024-02-28 23:33:26,22.5,57.8,257,High Quality
2024-02-28 23:33:56,22.5,58.5,257,High Quality
2024-02-28 23:34:26,22.5,59.1,276,High Quality
2024-02-28 23:34:56,22.5,59.4,255,High Quality
2024-02-28 23:35:26,22.5,58.1,254,High Quality
2024-02-28 23:35:56,22.5,59.0,272,High Quality
2024-02-28 23:36:26,22.5,57.8,252,High Quality
2024-02-28 23:36:56,22.5,56.8,250,High Quality
2024-02-28 23:37:26,22.5,58.5,249,High Quality
2024-02-28 23:37:56,22.5,57.2,248,High Quality
2024-02-28 23:38:26,22.5,56.7,266,High Quality
2024-02-28 23:38:56,22.5,57.2,247,High Quality
2024-02-28 23:39:26,22.5,56.9,265,High Quality
2024-02-28 23:39:56,22.5,57.3,244,High Quality
2024-02-28 23:40:26,22.5,58.2,244,High Quality
2024-02-28 23:40:56,22.5,58.0,261,High Quality
2024-02-28 23:41:26,22.5,56.6,242,High Quality
2024-02-28 23:41:56,22.5,56.7,259,High Quality
2024-02-28 23:42:26,22.5,54.8,238,High Quality
2024-02-28 23:42:56,22.5,55.9,238,High Quality
2024-02-28 23:43:26,22.5,56.0,237,High Quality
2024-02-28 23:43:56,22.5,58.3,236,High Quality
2024-02-28 23:44:26,22.4,55.7,254,High Quality
2024-02-28 23:44:56,22.4,56.7,235,High Quality
2024-02-28 23:45:26,22.4,56.4,234,High Quality
2024-02-28 23:45:56,22.4,56.1,233,High Quality
2024-02-28 23:46:26,22.3,56.5,230,High Quality
2024-02-28 23:46:56,22.4,55.9,229,High Quality
2024-02-28 23:47:26,22.4,57.1,247,High Quality
2024-02-28 23:47:56,22.4,55.7,247,High Quality
2024-02-28 23:48:26,22.4,56.2,226,High Quality
2024-02-28 23:48:56,22.3,56.4,225,High Quality
2024-02-28 23:49:26,22.3,54.7,243,High Quality
2024-02-28 23:49:56,22.3,56.7,223,High Quality
2024-02-28 23:50:26,22.3,57.0,240,High Quality
2024-02-28 23:50:56,22.3,53.6,220,High Quality
2024-02-28 23:51:26,22.3,55.6,218,High Quality
2024-02-28 23:51:56,22.3,55.3,236,High Quality
2024-02-28 23:52:26,22.3,55.4,216,High Quality
2024-02-28 23:52:56,22.3,55.5,213,High Quality
2024-02-28 23:53:26,22.3,56.1,229,High Quality
2024-02-28 23:53:56,22.2,55.6,209,High Quality
2024-02-28 23:54:26,20.3,55.5,224,High Quality
2024-02-28 23:54:56,15.0,54.4,218,High Quality
2024-02-28 23:55:26,5.5,51.8,188,High Quality
2024-02-29 02:53:13,21.5,47.3,341,High Quality
2024-02-29 02:53:43,21.5,51.9,284,High Quality
2024-02-29 02:54:13,21.5,44.3,264,High Quality
2024-02-29 02:54:43,21.6,43.8,249,High Quality
2024-02-29 02:55:13,21.7,43.4,247,High Quality
2024-02-29 02:55:43,21.7,43.1,240,High Quality
2024-02-29 02:56:13,21.7,42.5,228,High Quality
2024-02-29 02:56:43,21.9,42.6,229,High Quality
2024-02-29 02:57:13,21.9,42.5,220,High Quality
2024-02-29 02:57:43,22.1,42.5,223,High Quality
2024-02-29 02:58:13,22.2,42.2,211,High Quality
2024-02-29 02:58:43,22.3,42.2,209,High Quality
2024-02-29 02:59:13,22.5,42.1,213,High Quality
2024-02-29 02:59:43,22.5,42.6,210,High Quality
2024-02-29 03:00:13,22.6,42.9,201,High Quality
2024-02-29 03:03:38,25.1,45.8,223,High Quality
2024-02-29 03:04:09,24.8,40.8,216,High Quality
2024-02-29 03:04:38,24.2,41.2,208,High Quality
2024-02-29 03:05:08,23.4,41.2,199,High Quality
2024-02-29 03:05:38,22.8,42.7,201,High Quality
2024-02-29 03:06:08,22.2,42.6,197,High Quality
2024-02-29 03:06:38,21.7,44.0,200,High Quality
2024-02-29 03:07:08,21.3,44.4,197,High Quality
2024-02-29 03:07:38,20.9,45.1,198,High Quality
2024-02-29 03:08:08,20.6,45.3,199,High Quality
2024-02-29 03:08:38,20.3,46.2,199,High Quality
2024-02-29 03:09:08,20.1,46.6,202,High Quality
2024-02-29 03:09:38,20.0,46.4,200,High Quality
2024-02-29 03:10:08,19.7,46.3,195,High Quality
2024-02-29 03:10:38,19.6,46.5,198,High Quality
2024-02-29 03:11:08,19.5,46.7,190,High Quality
2024-02-29 03:11:38,19.4,47.0,196,High Quality
2024-02-29 03:12:08,19.4,46.7,195,High Quality
2024-02-29 03:12:38,19.4,46.7,187,High Quality
2024-02-29 03:13:08,19.4,46.9,192,High Quality
2024-02-29 03:13:38,19.5,46.6,186,High Quality
2024-02-29 03:14:08,19.5,46.6,185,High Quality
2024-02-29 03:14:38,19.5,46.4,189,High Quality
2024-02-29 03:15:08,19.4,46.4,183,High Quality
2024-02-29 03:15:38,19.5,46.2,182,High Quality
2024-02-29 03:16:08,19.5,46.1,181,High Quality
2024-02-29 03:16:38,19.5,46.1,178,High Quality
2024-02-29 03:17:08,19.5,45.7,185,High Quality
2024-02-29 03:17:38,19.5,45.8,177,High Quality
2024-02-29 03:18:08,19.5,45.7,183,High Quality
2024-02-29 03:18:38,19.5,45.2,182,High Quality
2024-02-29 03:19:08,19.6,45.3,176,High Quality
2024-02-29 03:19:38,19.6,45.5,182,High Quality
2024-02-29 03:20:08,19.6,45.9,175,High Quality
2024-02-29 03:20:38,19.7,45.5,181,High Quality
2024-02-29 03:21:08,19.7,45.3,180,High Quality
2024-02-29 03:21:38,19.7,45.2,173,High Quality
2024-02-29 03:22:08,19.7,45.4,178,High Quality
2024-02-29 03:22:38,19.7,45.3,171,High Quality
2024-02-29 03:23:08,19.7,45.3,177,High Quality
2024-02-29 03:23:38,19.7,45.2,176,High Quality
2024-02-29 03:24:08,19.7,45.2,170,High Quality
2024-02-29 03:24:38,19.6,45.3,176,High Quality
2024-02-29 03:25:08,19.5,45.1,170,High Quality
2024-02-29 03:25:38,19.6,45.3,169,High Quality
2024-02-29 03:26:08,19.6,45.2,169,High Quality
2024-02-29 03:26:41,19.6,45.2,168,High Quality
2024-02-29 03:27:08,19.6,44.9,173,High Quality
2024-02-29 03:27:38,19.6,45.1,168,High Quality
2024-02-29 03:28:08,19.6,45.1,173,High Quality
2024-02-29 03:28:38,19.6,45.0,173,High Quality
2024-02-29 03:29:08,19.6,45.0,166,High Quality
2024-02-29 03:29:38,19.6,44.9,172,High Quality
2024-02-29 03:30:08,19.6,44.8,165,High Quality
2024-02-29 03:30:38,19.7,45.0,172,High Quality
2024-02-29 03:31:08,19.7,45.1,173,High Quality
2024-02-29 03:31:38,19.7,45.2,166,High Quality
2024-02-29 03:32:08,19.7,45.1,172,High Quality
2024-02-29 10:48:25,25.6,56.3,320,High Quality
2024-02-29 10:48:55,25.4,59.7,268,High Quality
2024-02-29 10:49:25,25.3,58.7,249,High Quality
2024-02-29 10:49:55,25.2,56.5,255,High Quality
2024-02-29 10:50:25,25.0,51.4,270,High Quality
2024-02-29 10:50:55,24.8,50.7,238,High Quality
2024-02-29 10:51:25,24.4,44.6,237,High Quality
2024-02-29 10:51:55,23.8,46.6,225,High Quality
